School,Overall G,Overall W,Overall L,Overall W-L%,Overall SOS,Points Tm.,Points Opp.,Totals FG,Totals FGA,Totals FG%,Totals 3P,Totals 3PA,Totals 3P%,Totals FT,Totals FTA,Totals FT%,Totals ORB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Class
Air Force,30,16,14,.533,0.19,58.666666666666664,57.166666666666664,19.0,42.833333333333336,.444,7.133333333333334,18.9,.377,13.533333333333333,19.433333333333334,.696,5.233333333333333,26.533333333333335,12.166666666666666,6.433333333333334,1.8,12.666666666666666,17.0,False
Akron,35,24,11,.686,0.33,70.82857142857142,63.8,23.771428571428572,53.857142857142854,.441,8.4,21.771428571428572,.386,14.885714285714286,21.17142857142857,.703,11.17142857142857,31.314285714285713,13.314285714285715,7.171428571428572,2.742857142857143,12.8,19.457142857142856,False
Alabama A&M,29,14,15,.483,-12.97,65.86206896551724,67.3103448275862,21.75862068965517,56.724137931034484,.384,5.9655172413793105,17.96551724137931,.332,16.379310344827587,23.93103448275862,.684,13.0,36.58620689655172,9.89655172413793,7.379310344827586,5.862068965517241,16.586206896551722,18.96551724137931,False
Alabama-Birmingham,34,23,11,.676,2.09,73.55882352941177,67.29411764705883,25.352941176470587,55.76470588235294,.455,7.470588235294118,19.941176470588236,.375,15.382352941176471,21.764705882352942,.707,10.882352941176471,36.8235294117647,13.970588235294118,5.735294117647059,3.3823529411764706,14.176470588235293,18.529411764705884,False
Alabama State,31,20,11,.645,-12.70,71.03225806451613,65.03225806451613,26.29032258064516,57.54838709677419,.457,6.193548387096774,17.677419354838708,.350,12.258064516129032,19.161290322580644,.640,12.419354838709678,38.45161290322581,14.741935483870968,5.67741935483871,4.064516129032258,13.290322580645162,19.387096774193548,False
Alabama,33,17,16,.515,5.70,75.27272727272727,72.84848484848484,27.78787878787879,60.90909090909091,.456,7.03030303030303,19.393939393939394,.363,12.666666666666666,20.424242424242426,.620,13.575757575757576,38.21212121212121,15.606060606060606,7.454545454545454,4.484848484848484,13.0,16.78787878787879,False
Albany (NY),30,15,15,.500,-5.92,68.26666666666667,66.4,24.066666666666666,55.0,.438,5.733333333333333,16.6,.345,14.4,19.833333333333332,.726,12.433333333333334,37.46666666666667,12.333333333333334,5.333333333333333,2.433333333333333,14.266666666666667,20.466666666666665,False
Alcorn State,31,7,24,.226,-11.47,67.74193548387096,78.87096774193549,23.741935483870968,57.516129032258064,.413,5.903225806451613,17.096774193548388,.345,14.35483870967742,20.838709677419356,.689,11.64516129032258,32.935483870967744,9.64516129032258,6.612903225806452,1.5161290322580645,17.161290322580644,21.93548387096774,False
American NCAA,33,21,12,.636,-4.00,64.84848484848484,62.09090909090909,21.151515151515152,48.06060606060606,.440,7.878787878787879,19.333333333333332,.408,14.666666666666666,19.848484848484848,.739,9.727272727272727,32.24242424242424,11.818181818181818,4.606060606060606,2.6363636363636362,13.878787878787879,17.78787878787879,True
Appalachian State,31,18,13,.581,-2.77,71.41935483870968,69.25806451612904,25.161290322580644,53.03225806451613,.474,7.483870967741935,19.451612903225808,.385,13.612903225806452,19.612903225806452,.694,9.806451612903226,35.12903225806452,13.548387096774194,6.096774193548387,4.67741935483871,15.161290322580646,17.161290322580644,False
