School,Overall G,Overall W,Overall L,Overall W-L%,Overall SOS,Points Tm.,Points Opp.,Totals FG,Totals FGA,Totals FG%,Totals 3P,Totals 3PA,Totals 3P%,Totals FT,Totals FTA,Totals FT%,Totals ORB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Class
Air Force,31,10,21,.323,3.13,57.193548387096776,63.12903225806452,20.387096774193548,46.064516129032256,.443,5.67741935483871,18.129032258064516,.313,10.741935483870968,16.903225806451612,.635,7.096774193548387,27.451612903225808,12.548387096774194,5.0,1.6451612903225807,12.709677419354838,17.64516129032258,False
Akron,35,24,11,.686,-1.50,70.62857142857143,65.51428571428572,25.057142857142857,57.82857142857143,.433,6.714285714285714,19.82857142857143,.339,13.8,21.0,.657,13.342857142857143,36.25714285714286,13.514285714285714,6.085714285714285,3.257142857142857,13.257142857142858,19.485714285714284,False
Alabama A&M,27,11,16,.407,-13.71,65.85185185185185,69.66666666666667,22.185185185185187,58.074074074074076,.382,4.0,13.74074074074074,.291,17.48148148148148,27.51851851851852,.635,13.925925925925926,37.18518518518518,10.666666666666666,9.222222222222221,5.296296296296297,16.444444444444443,20.37037037037037,False
Alabama-Birmingham,34,25,9,.735,2.90,66.94117647058823,60.38235294117647,22.441176470588236,53.11764705882353,.422,5.205882352941177,16.735294117647058,.311,16.852941176470587,24.294117647058822,.694,12.352941176470589,36.705882352941174,11.470588235294118,6.5588235294117645,2.676470588235294,13.264705882352942,17.970588235294116,False
Alabama State,31,16,15,.516,-12.02,64.45161290322581,65.90322580645162,21.516129032258064,53.25806451612903,.404,6.129032258064516,18.93548387096774,.324,15.290322580645162,23.838709677419356,.641,12.903225806451612,35.516129032258064,12.903225806451612,7.354838709677419,4.161290322580645,16.161290322580644,20.451612903225808,False
Alabama,32,17,15,.531,6.62,68.5,64.78125,24.71875,56.0625,.441,5.46875,15.625,.350,13.59375,19.21875,.707,12.0625,35.1875,13.40625,7.78125,3.96875,12.8125,18.21875,False
Albany (NY),32,7,25,.219,-5.53,62.71875,69.125,22.1875,54.25,.409,6.0625,18.28125,.332,12.28125,17.03125,.721,12.46875,36.125,11.875,5.84375,3.03125,16.15625,18.8125,False
Alcorn State,31,2,29,.065,-9.00,60.645161290322584,82.0,21.0,55.38709677419355,.379,4.354838709677419,14.096774193548388,.309,14.290322580645162,23.387096774193548,.611,11.483870967741936,34.354838709677416,8.67741935483871,6.903225806451613,3.161290322580645,20.70967741935484,21.612903225806452,False
American,31,11,20,.355,-6.89,62.61290322580645,67.19354838709677,21.967741935483872,51.70967741935484,.425,5.935483870967742,17.225806451612904,.345,12.741935483870968,18.419354838709676,.692,9.806451612903226,35.38709677419355,14.419354838709678,3.5161290322580645,2.6129032258064515,14.774193548387096,19.032258064516128,False
Appalachian State,37,24,13,.649,-2.76,74.75675675675676,69.37837837837837,25.783783783783782,54.21621621621622,.476,7.54054054054054,19.0,.397,15.64864864864865,21.216216216216218,.738,11.108108108108109,38.486486486486484,12.08108108108108,5.4324324324324325,2.7567567567567566,14.702702702702704,17.62162162162162,False
Arizona State,33,22,11,.667,5.83,66.72727272727273,58.72727272727273,22.515151515151516,49.84848484848485,.452,8.212121212121213,22.272727272727273,.369,13.484848484848484,18.939393939393938,.712,8.515151515151516,31.818181818181817,13.969696969696969,6.545454545454546,2.4242424242424243,11.878787878787879,16.424242424242426,False
Arizona,31,16,15,.516,8.10,71.90322580645162,72.03225806451613,24.032258064516128,54.225806451612904,.443,6.258064516129032,17.483870967741936,.358,17.580645161290324,24.0,.733,9.741935483870968,34.25806451612903,12.387096774193548,6.0,2.5161290322580645,14.064516129032258,19.193548387096776,False
Little Rock,30,8,22,.267,-2.23,67.6,73.13333333333334,22.333333333333332,52.53333333333333,.425,6.166666666666667,16.7,.369,16.766666666666666,24.0,.699,9.866666666666667,33.96666666666667,12.1,4.7,2.7,13.4,19.9,False
Arkansas-Pine Bluff NCAA,34,18,16,.529,-7.68,63.705882352941174,64.32352941176471,21.323529411764707,52.294117647058826,.408,4.147058823529412,13.705882352941176,.303,16.91176470588235,25.323529411764707,.668,12.411764705882353,37.8235294117647,12.382352941176471,6.735294117647059,3.5588235294117645,16.735294117647058,22.470588235294116,True
Arkansas State,31,17,14,.548,-4.39,69.6774193548387,66.61290322580645,24.774193548387096,55.516129032258064,.446,5.548387096774194,15.903225806451612,.349,14.580645161290322,22.0,.663,11.838709677419354,38.32258064516129,13.096774193548388,5.129032258064516,4.161290322580645,13.870967741935484,18.129032258064516,False
Arkansas,32,14,18,.438,5.09,74.71875,73.9375,25.90625,58.09375,.446,6.28125,18.09375,.347,16.625,24.4375,.680,10.96875,34.46875,13.75,7.25,4.0625,13.71875,18.6875,False
Army,29,14,15,.483,-7.96,60.310344827586206,60.96551724137931,21.96551724137931,53.03448275862069,.414,5.482758620689655,16.82758620689655,.326,10.89655172413793,16.655172413793103,.654,10.344827586206897,32.0,11.517241379310345,8.241379310344827,2.5517241379310347,14.827586206896552,20.0,False
Auburn,32,15,17,.469,4.68,75.6875,74.15625,26.5625,59.78125,.444,8.46875,25.59375,.331,14.09375,21.53125,.655,11.9375,35.03125,13.09375,7.875,2.78125,13.65625,19.84375,False
Austin Peay,32,17,15,.531,-1.68,72.5,72.40625,24.5625,53.96875,.455,6.25,17.09375,.366,17.125,24.6875,.694,10.84375,34.125,13.40625,5.90625,3.34375,14.3125,17.09375,False
Ball State,30,15,15,.500,-1.48,60.6,62.36666666666667,20.566666666666666,49.53333333333333,.415,3.7666666666666666,10.333333333333334,.365,15.7,22.833333333333332,.688,10.466666666666667,35.1,11.066666666666666,5.066666666666666,3.033333333333333,14.533333333333333,17.7,False
Baylor NCAA,36,28,8,.778,8.03,76.97222222222223,65.61111111111111,27.583333333333332,56.666666666666664,.487,7.083333333333333,18.38888888888889,.385,14.722222222222221,20.305555555555557,.725,12.305555555555555,39.111111111111114,14.11111111111111,6.583333333333333,6.722222222222222,13.63888888888889,17.75,True
Belmont,31,19,12,.613,-3.41,73.09677419354838,68.51612903225806,24.612903225806452,54.806451612903224,.449,7.870967741935484,22.870967741935484,.344,16.0,23.741935483870968,.674,11.96774193548387,37.096774193548384,14.35483870967742,7.161290322580645,2.967741935483871,16.548387096774192,19.193548387096776,False
Bethune-Cookman,33,17,16,.515,-8.40,61.24242424242424,60.484848484848484,22.515151515151516,52.333333333333336,.430,4.0606060606060606,11.969696969696969,.339,12.151515151515152,18.90909090909091,.643,11.878787878787879,33.21212121212121,10.424242424242424,6.878787878787879,3.4545454545454546,12.818181818181818,17.96969696969697,False
Binghamton,31,13,18,.419,-4.31,61.58064516129032,67.16129032258064,22.258064516129032,52.645161290322584,.423,5.096774193548387,17.548387096774192,.290,11.96774193548387,18.0,.665,11.580645161290322,34.774193548387096,9.64516129032258,5.354838709677419,3.935483870967742,14.161290322580646,17.096774193548388,False
Boise State,32,15,17,.469,0.68,74.0625,72.84375,27.9375,60.6875,.460,6.0,18.0625,.332,12.1875,18.0625,.675,11.59375,35.875,16.09375,7.625,3.71875,14.3125,16.78125,False
Boston College,31,15,16,.484,7.21,69.19354838709677,66.06451612903226,25.741935483870968,57.61290322580645,.447,5.129032258064516,15.709677419354838,.326,12.580645161290322,17.580645161290324,.716,12.935483870967742,36.25806451612903,15.0,5.0,3.4838709677419355,12.709677419354838,16.903225806451612,False
Boston University,35,21,14,.600,-3.23,72.22857142857143,68.42857142857143,23.8,58.08571428571429,.410,8.571428571428571,23.542857142857144,.364,16.057142857142857,22.17142857142857,.724,11.342857142857143,37.02857142857143,11.371428571428572,7.3428571428571425,3.257142857142857,13.571428571428571,21.257142857142856,False
Bowling Green State,30,14,16,.467,-0.94,62.96666666666667,65.86666666666666,23.166666666666668,52.13333333333333,.444,4.333333333333333,13.3,.326,12.3,18.366666666666667,.670,10.9,33.7,13.1,6.8,3.3,14.0,16.466666666666665,False
Bradley,31,16,15,.516,4.11,67.45161290322581,67.38709677419355,23.258064516129032,52.935483870967744,.439,6.032258064516129,16.93548387096774,.356,14.903225806451612,20.032258064516128,.744,9.129032258064516,32.935483870967744,11.935483870967742,6.290322580645161,2.7419354838709675,12.03225806451613,16.70967741935484,False
Brigham Young NCAA,36,30,6,.833,3.00,83.11111111111111,66.44444444444444,28.47222222222222,58.888888888888886,.483,8.11111111111111,19.444444444444443,.417,18.055555555555557,22.86111111111111,.790,10.194444444444445,37.0,15.75,8.527777777777779,3.5,11.583333333333334,17.25,True
Brown,31,11,20,.355,-3.82,66.87096774193549,71.96774193548387,22.903225806451612,51.935483870967744,.441,6.838709677419355,19.70967741935484,.347,14.225806451612904,19.419354838709676,.733,7.258064516129032,31.93548387096774,13.451612903225806,3.903225806451613,3.806451612903226,12.96774193548387,14.064516129032258,False
Bryant,30,1,29,.033,-0.34491017964071796,50.1,67.8,18.166666666666668,48.86666666666667,.372,5.133333333333334,18.1,.284,8.633333333333333,12.966666666666667,.666,8.1,28.9,10.566666666666666,5.633333333333334,3.566666666666667,16.3,19.666666666666668,False
Bucknell,31,14,17,.452,-6.84,67.0,67.96774193548387,23.129032258064516,56.41935483870968,.410,6.451612903225806,19.580645161290324,.329,14.290322580645162,19.580645161290324,.730,10.806451612903226,33.806451612903224,11.935483870967742,4.903225806451613,3.6451612903225805,11.580645161290322,17.838709677419356,False
Buffalo,30,18,12,.600,-2.27,72.33333333333333,71.16666666666667,25.166666666666668,58.06666666666667,.433,6.9,19.9,.347,15.1,21.066666666666666,.717,12.633333333333333,35.53333333333333,15.133333333333333,7.566666666666666,3.3333333333333335,14.066666666666666,19.0,False
Butler NCAA,38,33,5,.868,5.08,68.71052631578948,59.421052631578945,22.236842105263158,50.28947368421053,.442,6.842105263157895,20.026315789473685,.342,17.394736842105264,23.57894736842105,.738,9.289473684210526,32.6578947368421,12.210526315789474,7.026315789473684,2.263157894736842,12.0,18.026315789473685,True
Cal Poly,31,12,19,.387,-2.31,70.19354838709677,75.3225806451613,23.806451612903224,57.096774193548384,.417,6.645161290322581,19.870967741935484,.334,15.935483870967742,21.870967741935484,.729,12.387096774193548,35.483870967741936,11.741935483870968,5.516129032258065,2.3548387096774195,13.451612903225806,22.032258064516128,False
Cal State Bakersfield,29,7,22,.241,-0.34491017964071796,65.75862068965517,74.58620689655173,21.93103448275862,56.48275862068966,.388,5.0344827586206895,16.20689655172414,.311,16.862068965517242,24.551724137931036,.687,14.068965517241379,36.13793103448276,9.068965517241379,6.241379310344827,2.8620689655172415,15.10344827586207,18.724137931034484,False
Cal State Fullerton,31,16,15,.516,-1.55,74.29032258064517,73.0,25.483870967741936,56.58064516129032,.450,6.741935483870968,19.29032258064516,.349,16.580645161290324,23.225806451612904,.714,10.419354838709678,36.806451612903224,13.580645161290322,5.645161290322581,3.161290322580645,14.612903225806452,19.774193548387096,False
Cal State Northridge,32,11,21,.344,-1.06,71.3125,75.375,23.46875,55.90625,.420,4.875,15.625,.312,19.5,29.15625,.669,13.46875,37.9375,11.1875,7.46875,3.09375,17.53125,23.125,False
UC-Davis,32,14,18,.438,-3.01,69.53125,70.6875,23.46875,53.125,.442,6.5625,18.40625,.357,16.03125,22.78125,.704,9.25,31.71875,13.9375,7.71875,2.8125,15.0625,20.03125,False
UC-Irvine,32,14,18,.438,-3.75,67.5625,69.625,23.40625,55.375,.423,5.875,16.96875,.346,14.875,20.5625,.723,11.0,33.125,13.09375,5.65625,2.78125,11.46875,18.84375,False
UC-Riverside,29,12,17,.414,-2.61,63.206896551724135,64.10344827586206,22.17241379310345,53.310344827586206,.416,5.275862068965517,14.931034482758621,.353,13.586206896551724,20.96551724137931,.648,12.482758620689655,36.6551724137931,12.172413793103448,5.137931034482759,2.310344827586207,13.0,18.344827586206897,False
UC-Santa Barbara NCAA,30,20,10,.667,-1.09,67.6,65.73333333333333,22.466666666666665,50.733333333333334,.443,6.833333333333333,18.133333333333333,.377,15.833333333333334,23.266666666666666,.681,8.933333333333334,32.8,13.8,6.733333333333333,3.066666666666667,15.333333333333334,19.066666666666666,True
University of California NCAA,35,24,11,.686,8.26,77.22857142857143,68.2,27.6,57.94285714285714,.476,6.514285714285714,17.4,.374,15.514285714285714,20.485714285714284,.757,11.285714285714286,35.457142857142856,14.285714285714286,5.6571428571428575,2.4571428571428573,12.028571428571428,16.942857142857143,True
Campbell,30,19,11,.633,-4.96,68.56666666666666,63.333333333333336,23.4,52.6,.445,4.8,13.7,.350,16.966666666666665,23.966666666666665,.708,11.766666666666667,32.6,14.333333333333334,10.466666666666667,2.1333333333333333,14.3,18.766666666666666,False
Canisius,32,15,17,.469,-4.09,66.40625,67.5,23.25,56.4375,.412,6.5625,20.84375,.315,13.34375,19.03125,.701,12.625,37.46875,12.59375,6.03125,3.5,14.71875,18.28125,False
Centenary (LA),29,8,21,.276,-5.08,70.89655172413794,80.0,23.586206896551722,56.724137931034484,.416,7.827586206896552,22.20689655172414,.352,15.89655172413793,21.689655172413794,.733,9.448275862068966,30.137931034482758,13.206896551724139,7.9655172413793105,2.2413793103448274,15.241379310344827,21.275862068965516,False
Central Arkansas,30,9,21,.300,-0.34491017964071796,63.233333333333334,66.96666666666667,21.366666666666667,52.0,.411,5.366666666666666,17.233333333333334,.311,15.133333333333333,23.733333333333334,.638,11.3,33.766666666666666,9.866666666666667,6.5,3.3666666666666667,14.0,17.333333333333332,False
Central Connecticut State,30,12,18,.400,-9.68,61.13333333333333,64.5,21.5,53.3,.403,5.066666666666666,16.233333333333334,.312,13.066666666666666,18.233333333333334,.717,11.0,32.46666666666667,10.966666666666667,6.666666666666667,3.0,13.4,15.133333333333333,False
Central Florida,32,15,17,.469,2.19,66.65625,68.25,23.6875,53.625,.442,5.5625,16.4375,.338,13.71875,20.125,.682,11.125,32.875,14.8125,7.75,2.96875,14.28125,18.71875,False
Central Michigan,30,15,15,.500,-3.58,64.56666666666666,64.13333333333334,21.7,52.93333333333333,.410,7.633333333333334,20.5,.372,13.533333333333333,20.366666666666667,.664,12.366666666666667,33.5,10.7,8.2,2.8333333333333335,14.233333333333333,21.8,False
Charleston Southern,30,13,17,.433,-8.12,68.73333333333333,67.66666666666667,25.566666666666666,59.63333333333333,.429,6.566666666666666,18.6,.353,11.033333333333333,16.666666666666668,.662,13.566666666666666,36.666666666666664,11.033333333333333,8.966666666666667,4.033333333333333,14.8,17.833333333333332,False
Charlotte,31,19,12,.613,3.00,73.41935483870968,71.12903225806451,24.387096774193548,58.29032258064516,.418,6.483870967741935,20.838709677419356,.311,18.161290322580644,24.774193548387096,.733,13.32258064516129,39.58064516129032,13.193548387096774,5.903225806451613,4.064516129032258,13.32258064516129,18.193548387096776,False
Chattanooga,33,15,18,.455,-3.68,69.84848484848484,72.0909090909091,24.939393939393938,57.24242424242424,.436,8.151515151515152,24.515151515151516,.333,11.818181818181818,19.12121212121212,.618,11.606060606060606,37.515151515151516,14.636363636363637,6.03030303030303,2.484848484848485,16.303030303030305,18.96969696969697,False
Chicago State,32,9,23,.281,-7.61,62.8125,71.46875,21.90625,57.28125,.382,4.34375,16.03125,.271,14.65625,22.15625,.661,14.15625,36.53125,10.03125,6.9375,2.15625,15.96875,20.0,False
Cincinnati,35,19,16,.543,8.45,68.8,66.48571428571428,25.428571428571427,59.457142857142856,.428,5.714285714285714,19.62857142857143,.291,12.228571428571428,19.17142857142857,.638,13.971428571428572,39.25714285714286,13.771428571428572,5.685714285714286,3.057142857142857,13.085714285714285,18.34285714285714,False
Citadel,32,16,16,.500,-2.94,60.9375,59.8125,21.46875,52.15625,.412,7.15625,20.21875,.354,10.84375,15.0,.723,9.75,31.96875,10.9375,5.15625,1.5,10.71875,15.25,False
Clemson NCAA,32,21,11,.656,7.90,73.4375,64.53125,26.59375,58.6875,.453,6.75,19.71875,.342,13.5,20.4375,.661,13.125,36.8125,14.15625,9.40625,4.71875,15.0,17.625,True
Cleveland State,33,16,17,.485,2.12,69.18181818181819,68.3030303030303,24.12121212121212,54.60606060606061,.442,6.484848484848484,18.606060606060606,.349,14.454545454545455,19.303030303030305,.749,9.696969696969697,29.545454545454547,13.06060606060606,8.878787878787879,1.8484848484848484,12.272727272727273,21.545454545454547,False
Coastal Carolina,35,28,7,.800,-10.14,73.82857142857142,60.08571428571429,27.6,57.77142857142857,.478,5.257142857142857,14.628571428571428,.359,13.371428571428572,21.142857142857142,.632,13.285714285714286,39.285714285714285,15.457142857142857,7.571428571428571,4.457142857142857,12.914285714285715,16.17142857142857,False
Colgate,29,10,19,.345,-6.52,67.41379310344827,71.34482758620689,23.896551724137932,55.03448275862069,.434,6.620689655172414,17.896551724137932,.370,13.0,18.96551724137931,.685,11.03448275862069,34.3448275862069,13.241379310344827,6.241379310344827,2.0344827586206895,14.96551724137931,18.620689655172413,False
College of Charleston,34,22,12,.647,-2.46,74.97058823529412,73.32352941176471,27.941176470588236,60.970588235294116,.458,9.588235294117647,25.852941176470587,.371,9.5,12.794117647058824,.743,8.852941176470589,31.705882352941178,13.088235294117647,5.852941176470588,4.764705882352941,11.235294117647058,16.88235294117647,False
Colorado State,32,16,16,.500,3.61,66.25,66.6875,22.0,51.15625,.430,5.53125,15.6875,.353,16.71875,24.71875,.676,11.0625,34.53125,10.625,7.21875,2.4375,15.15625,20.5625,False
Colorado,31,15,16,.484,7.70,74.61290322580645,74.16129032258064,24.93548387096774,52.70967741935484,.473,6.645161290322581,17.129032258064516,.388,18.096774193548388,23.612903225806452,.766,7.354838709677419,28.516129032258064,14.290322580645162,8.258064516129032,2.2580645161290325,13.193548387096774,21.258064516129032,False
Columbia,28,11,17,.393,-6.04,60.214285714285715,65.28571428571429,21.071428571428573,51.857142857142854,.406,4.821428571428571,12.821428571428571,.376,13.25,19.75,.671,10.821428571428571,33.035714285714285,9.964285714285714,7.428571428571429,1.8571428571428572,14.321428571428571,19.714285714285715,False
Connecticut,34,18,16,.529,9.15,70.0,66.6470588235294,24.764705882352942,55.205882352941174,.449,3.676470588235294,11.852941176470589,.310,16.794117647058822,24.38235294117647,.689,13.529411764705882,39.35294117647059,13.558823529411764,6.470588235294118,7.647058823529412,14.882352941176471,15.823529411764707,False
Coppin State,30,8,22,.267,-6.81,61.1,67.63333333333334,21.8,56.0,.389,4.933333333333334,15.566666666666666,.317,12.566666666666666,17.033333333333335,.738,11.233333333333333,33.43333333333333,10.133333333333333,6.166666666666667,2.1,13.966666666666667,18.7,False
Cornell NCAA,34,29,5,.853,-0.91,76.3529411764706,64.47058823529412,26.852941176470587,55.705882352941174,.482,9.588235294117647,22.323529411764707,.430,11.558823529411764,15.823529411764707,.730,10.264705882352942,33.794117647058826,15.970588235294118,7.147058823529412,3.588235294117647,12.176470588235293,17.58823529411765,True
Creighton,34,18,16,.529,3.15,69.82352941176471,68.23529411764706,23.88235294117647,55.0,.434,7.382352941176471,21.941176470588236,.336,14.676470588235293,20.38235294117647,.720,10.5,35.11764705882353,13.676470588235293,5.117647058823529,3.264705882352941,12.176470588235293,18.264705882352942,False
Dartmouth,28,5,23,.179,-5.46,54.035714285714285,65.53571428571429,20.5,53.785714285714285,.381,3.642857142857143,12.392857142857142,.294,9.392857142857142,14.321428571428571,.656,10.214285714285714,30.785714285714285,10.178571428571429,6.357142857142857,2.2857142857142856,13.428571428571429,18.285714285714285,False
Davidson,31,16,15,.516,-1.26,72.25806451612904,70.96774193548387,24.483870967741936,57.25806451612903,.428,9.0,24.677419354838708,.365,13.064516129032258,19.29032258064516,.677,11.96774193548387,37.03225806451613,15.290322580645162,4.548387096774194,3.6129032258064515,13.580645161290322,19.451612903225808,False
Dayton,37,25,12,.676,5.61,70.24324324324324,62.2972972972973,24.56756756756757,55.4054054054054,.443,6.918918918918919,20.10810810810811,.344,14.18918918918919,21.324324324324323,.665,11.864864864864865,38.7027027027027,14.702702702702704,6.405405405405405,3.4594594594594597,14.486486486486486,19.7027027027027,False
Delaware State,29,17,12,.586,-7.60,58.51724137931034,58.310344827586206,20.93103448275862,51.206896551724135,.409,5.0,15.310344827586206,.327,11.655172413793103,17.20689655172414,.677,11.310344827586206,27.896551724137932,10.344827586206897,8.241379310344827,2.4482758620689653,11.448275862068966,15.172413793103448,False
Delaware,31,7,24,.226,1.37,63.38709677419355,72.61290322580645,22.096774193548388,56.483870967741936,.391,5.612903225806452,19.161290322580644,.293,13.580645161290322,19.419354838709676,.699,12.903225806451612,34.774193548387096,11.64516129032258,5.032258064516129,2.3548387096774195,13.258064516129032,20.93548387096774,False
Denver,32,19,13,.594,-4.89,64.96875,62.875,21.53125,43.9375,.490,7.84375,19.84375,.395,14.0625,19.6875,.714,4.875,24.0,14.53125,5.65625,3.03125,11.8125,21.78125,False
DePaul,31,8,23,.258,7.58,61.0,66.87096774193549,22.70967741935484,57.12903225806452,.398,5.645161290322581,18.0,.314,9.935483870967742,17.06451612903226,.582,12.0,33.41935483870968,11.806451612903226,7.612903225806452,3.129032258064516,10.903225806451612,18.387096774193548,False
Detroit Mercy,34,20,14,.588,-1.59,69.41176470588235,65.70588235294117,24.38235294117647,53.088235294117645,.459,4.294117647058823,12.882352941176471,.333,16.352941176470587,24.970588235294116,.655,11.794117647058824,36.029411764705884,13.647058823529411,7.5,3.911764705882353,15.588235294117647,18.558823529411764,False
Drake,33,14,19,.424,3.34,66.57575757575758,68.45454545454545,22.363636363636363,51.333333333333336,.436,8.606060606060606,22.606060606060606,.381,13.242424242424242,17.484848484848484,.757,6.696969696969697,28.454545454545453,11.696969696969697,5.515151515151516,2.0303030303030303,10.06060606060606,16.696969696969695,False
Drexel,32,16,16,.500,0.19,63.875,64.09375,22.875,56.3125,.406,4.78125,15.3125,.312,13.34375,20.3125,.657,12.71875,36.0,12.40625,5.9375,3.53125,12.09375,20.78125,False
Duke NCAA,40,35,5,.875,9.21,76.975,61.025,26.225,59.375,.442,7.525,19.55,.385,17.05,22.475,.759,14.225,39.0,13.875,6.65,4.05,10.725,18.05,True
