School,Overall G,Overall W,Overall L,Overall W-L%,Overall SOS,Points Tm.,Points Opp.,Totals FG,Totals FGA,Totals FG%,Totals 3P,Totals 3PA,Totals 3P%,Totals FT,Totals FTA,Totals FT%,Totals ORB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Class
Abilene Christian NCAA,29,24,5,.828,-6.37,75.72413793103448,60.44827586206897,27.103448275862068,60.41379310344828,.449,7.620689655172414,22.17241379310345,.344,13.89655172413793,20.482758620689655,.678,11.344827586206897,36.10344827586207,17.689655172413794,9.724137931034482,2.9655172413793105,13.586206896551724,19.103448275862068,True
Air Force,25,5,20,.200,0.19,58.72,71.92,20.88,46.8,.446,6.96,21.08,.330,10.0,14.44,.693,4.4,23.2,12.32,7.08,2.48,14.44,16.6,False
Akron,23,15,8,.652,-1.96,78.17391304347827,72.17391304347827,27.304347826086957,61.52173913043478,.444,9.434782608695652,28.347826086956523,.333,14.130434782608695,18.652173913043477,.758,11.391304347826088,38.91304347826087,13.26086956521739,4.913043478260869,3.652173913043478,11.782608695652174,17.956521739130434,False
Alabama A&M,15,6,9,.400,-14.99,63.333333333333336,67.2,23.133333333333333,57.86666666666667,.400,5.533333333333333,19.066666666666666,.290,11.533333333333333,18.4,.627,10.666666666666666,38.46666666666667,11.0,5.466666666666667,3.6,15.266666666666667,18.2,False
Alabama-Birmingham,29,22,7,.759,-3.83,72.58620689655173,60.275862068965516,27.17241379310345,60.206896551724135,.451,5.068965517241379,16.379310344827587,.309,13.172413793103448,18.93103448275862,.696,10.724137931034482,36.6551724137931,10.620689655172415,7.9655172413793105,4.172413793103448,10.482758620689655,15.206896551724139,False
Alabama State,18,4,14,.222,-16.95,64.22222222222223,71.55555555555556,21.27777777777778,56.05555555555556,.380,6.166666666666667,19.444444444444443,.317,15.5,23.944444444444443,.647,11.38888888888889,36.27777777777778,9.722222222222221,6.111111111111111,2.388888888888889,16.166666666666668,19.055555555555557,False
Alabama NCAA,33,26,7,.788,10.00,79.66666666666667,70.0909090909091,28.0,64.39393939393939,.435,10.545454545454545,29.96969696969697,.352,13.121212121212121,18.545454545454547,.708,12.363636363636363,40.696969696969695,14.06060606060606,8.484848484848484,4.333333333333333,13.878787878787879,18.272727272727273,True
Albany (NY),16,7,9,.438,-5.22,69.375,68.6875,24.6875,55.1875,.447,6.375,18.9375,.337,13.625,18.8125,.724,6.875,30.0,11.6875,6.125,1.8125,12.5625,17.8125,False
Alcorn State,19,6,13,.316,-10.06,66.10526315789474,75.63157894736842,22.894736842105264,58.26315789473684,.393,5.947368421052632,19.789473684210527,.301,14.368421052631579,19.789473684210527,.726,10.842105263157896,32.0,9.31578947368421,7.578947368421052,1.5789473684210527,14.526315789473685,20.736842105263158,False
American,10,4,6,.400,-1.82,69.1,73.6,24.8,55.7,.445,9.0,23.8,.378,10.5,14.9,.705,7.8,32.6,12.8,7.3,4.7,15.8,19.3,False
