School,Overall G,Overall W,Overall L,Overall W-L%,Overall SOS,Points Tm.,Points Opp.,Totals FG,Totals FGA,Totals FG%,Totals 3P,Totals 3PA,Totals 3P%,Totals FT,Totals FTA,Totals FT%,Totals ORB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Class
Air Force,26,7,19,.269,1.15,67.92307692307692,72.11538461538461,24.5,58.42307692307692,.419,5.153846153846154,16.76923076923077,.307,13.76923076923077,22.115384615384617,.623,14.76923076923077,38.65384615384615,13.461538461538462,5.961538461538462,1.5384615384615385,15.615384615384615,20.53846153846154,False
Akron,26,8,18,.308,0.98,70.5,71.92307692307692,26.03846153846154,60.96153846153846,.427,4.653846153846154,15.461538461538462,.301,13.76923076923077,19.76923076923077,.696,11.038461538461538,33.42307692307692,15.653846153846153,8.461538461538462,3.0,13.653846153846153,18.384615384615383,False
Alabama-Birmingham,32,18,14,.563,2.06,66.9375,65.9375,23.4375,57.625,.407,5.90625,17.0,.347,14.15625,21.84375,.648,13.78125,37.6875,10.6875,7.25,3.21875,14.625,20.625,False
Alabama State,29,8,21,.276,-8.33,63.41379310344828,76.55172413793103,22.379310344827587,56.44827586206897,.396,4.827586206896552,15.310344827586206,.315,13.827586206896552,22.310344827586206,.620,13.206896551724139,36.206896551724135,9.517241379310345,7.758620689655173,0.6896551724137931,18.482758620689655,16.96551724137931,False
Alabama,31,17,14,.548,6.04,69.87096774193549,64.70967741935483,24.161290322580644,59.29032258064516,.408,7.967741935483871,21.64516129032258,.368,13.580645161290322,18.580645161290324,.731,14.35483870967742,39.516129032258064,11.709677419354838,6.419354838709677,3.2580645161290325,1.8387096774193548,17.29032258064516,False
Alcorn State,28,11,17,.393,-10.17,72.17857142857143,76.42857142857143,25.428571428571427,58.214285714285715,.437,4.178571428571429,12.928571428571429,.323,17.142857142857142,26.821428571428573,.639,13.75,40.5,14.964285714285714,6.857142857142857,3.8214285714285716,18.857142857142858,21.035714285714285,False
American,27,11,16,.407,-0.41,67.81481481481481,71.11111111111111,23.666666666666668,57.666666666666664,.410,5.777777777777778,17.666666666666668,.327,14.703703703703704,21.814814814814813,.674,13.296296296296296,35.25925925925926,9.925925925925926,7.444444444444445,2.4074074074074074,15.444444444444445,17.814814814814813,False
Appalachian State,28,14,14,.500,-4.91,71.07142857142857,69.78571428571429,25.642857142857142,53.035714285714285,.484,6.357142857142857,16.178571428571427,.393,13.428571428571429,20.107142857142858,.668,10.607142857142858,32.17857142857143,14.178571428571429,6.607142857142857,3.75,15.428571428571429,16.964285714285715,False
Arizona State,30,10,20,.333,7.04,72.7,74.43333333333334,27.666666666666668,65.1,.425,6.266666666666667,18.733333333333334,.335,11.1,16.7,.665,13.033333333333333,34.7,17.766666666666666,9.966666666666667,5.733333333333333,14.366666666666667,18.3,False
Arizona NCAA,34,25,9,.735,10.98,83.88235294117646,73.26470588235294,29.88235294117647,65.91176470588235,.453,6.529411764705882,17.647058823529413,.370,17.58823529411765,26.852941176470587,.655,16.529411764705884,40.5,16.676470588235293,10.529411764705882,2.9411764705882355,15.323529411764707,19.235294117647058,True
Little Rock,29,18,11,.621,-4.09,74.3103448275862,69.44827586206897,26.103448275862068,60.06896551724138,.435,5.793103448275862,17.655172413793103,.328,16.310344827586206,24.896551724137932,.655,15.448275862068966,41.89655172413793,15.10344827586207,4.517241379310345,3.413793103448276,18.79310344827586,18.79310344827586,False
Arkansas State,27,15,12,.556,-4.48,73.62962962962963,72.96296296296296,26.77777777777778,60.0,.446,4.666666666666667,14.851851851851851,.314,15.407407407407407,23.22222222222222,.663,12.74074074074074,35.629629629629626,14.666666666666666,7.148148148148148,4.111111111111111,15.185185185185185,18.85185185185185,False
Arkansas,32,18,14,.563,6.99,78.96875,71.28125,28.71875,64.9375,.442,8.5625,23.0,.372,12.96875,19.09375,.679,13.34375,36.09375,15.90625,9.9375,3.875,15.4375,19.9375,False
Army,26,10,16,.385,-8.65,70.03846153846153,74.73076923076923,23.53846153846154,57.30769230769231,.411,7.230769230769231,20.653846153846153,.350,15.73076923076923,21.615384615384617,.728,12.884615384615385,36.0,12.807692307692308,6.461538461538462,1.8846153846153846,15.807692307692308,21.26923076923077,False
Auburn,31,16,15,.516,5.36,66.3225806451613,65.06451612903226,23.548387096774192,56.74193548387097,.415,6.838709677419355,22.677419354838708,.302,12.387096774193548,19.225806451612904,.644,15.03225806451613,37.096774193548384,12.483870967741936,7.903225806451613,3.3225806451612905,16.322580645161292,18.35483870967742,False
Austin Peay,31,17,14,.548,-7.31,77.35483870967742,73.48387096774194,27.129032258064516,58.516129032258064,.464,7.354838709677419,20.0,.368,15.741935483870968,23.483870967741936,.670,11.741935483870968,35.87096774193548,13.709677419354838,7.258064516129032,3.903225806451613,13.806451612903226,16.677419354838708,False
Ball State,29,16,13,.552,1.47,74.37931034482759,73.93103448275862,26.862068965517242,60.03448275862069,.447,4.689655172413793,13.89655172413793,.337,15.96551724137931,24.413793103448278,.654,13.448275862068966,34.41379310344828,14.655172413793103,9.068965517241379,2.0689655172413794,15.137931034482758,17.655172413793103,False
Baylor,30,18,12,.600,2.98,71.63333333333334,69.16666666666667,25.866666666666667,60.06666666666667,.431,7.566666666666666,22.666666666666668,.334,12.333333333333334,21.7,.568,13.0,36.9,14.566666666666666,7.066666666666666,4.466666666666667,15.8,20.3,False
Bethune-Cookman,28,12,16,.429,-9.38,71.17857142857143,71.75,24.714285714285715,57.357142857142854,.431,6.821428571428571,20.5,.333,14.928571428571429,22.535714285714285,.662,11.0,31.142857142857142,12.392857142857142,7.785714285714286,3.1785714285714284,14.321428571428571,18.75,False
Boise State,27,14,13,.519,-0.77,66.0,62.148148148148145,23.037037037037038,52.629629629629626,.438,8.25925925925926,22.703703703703702,.364,11.666666666666666,16.48148148148148,.708,9.25925925925926,28.074074074074073,14.148148148148149,9.481481481481481,2.5925925925925926,14.296296296296296,20.074074074074073,False
Boston College NCAA,31,22,9,.710,6.71,74.35483870967742,69.12903225806451,25.161290322580644,55.61290322580645,.452,6.129032258064516,16.516129032258064,.371,17.903225806451612,25.483870967741936,.703,13.870967741935484,38.516129032258064,13.161290322580646,7.741935483870968,2.806451612903226,15.258064516129032,18.322580645161292,True
